account_id,customer_id,account_type,branch_id,account_status,opened_date
84,36825,Business,164,Active,2017-01-15
85,56795,Savings,197,Active,2021-10-30
86,38202,Cheque,71,Dormant,2015-03-23
87,12169,Cheque,95,Active,2016-04-25
88,5349,Cheque,56,Active,2018-11-12
89,96555,Savings,147,Active,2017-10-08
90,6521,Savings,139,Active,2024-05-04
91,17202,savings,65,ACTIVE,2023-11-24
92,69855, Cheque ,57,Closed,2023-10-24
93,72172,Cheque,244,Active,2021-01-06
94,61352,Cheque,151,Active,2024-10-19
95,84263,Savings,185,Active,2017-07-09
96,49118,Cheque,26,Active,2015-11-04
97,79463,Savings,178,Active,29/07/2021
98,7557,Cheque,188,Active,2015-07-12
99,60893,Cheque,25,open,2023-10-06
100,66190,Cheque,32,Active,2018-12-30
101,76593,Savings,12,Closed,2021-06-04
102,88638,Savings,248,Active,2025-03-20
103,38499,Savings,170,Active,2017-07-05
104,18820,Savings,206,Active,2023-07-14
105,83164,Cheque,131,Active,2022-10-21
106,64559,Savings,51,Active,2016-06-19
107,74148,CHEQUE,194,Active,2019-12-25
108,12807,Cheque,220,Active,21 Apr 2016
109,52747,Cheque,16,Active,2023-05-07
110,10034,Credit,39,Active,2025-03-15
111,90099,Savings,167,Active,2023-04-13
112,52093,,190,Active,2021-02-05
113,32325,Cheque,112,dormant,2016-06-27
114,72829,Savings,223,dormant,2020-04-01
115,53935,Cheque,166,Active,2019-11-03
116,60530,Savings,61,Active,23 Mar 2016
117,23937,Cheque,223,Active,2019-01-21
118,67659,Savings,133,ACTIVE,2023-01-23
119,2040,Savings,222,Active,2022-10-31
120,15353,Cheque,238,Active,2023-09-17
121,71056,Savings,87,Active,2017-02-25
122,76005,Savings,2,Active,2018-05-20
123,69732,Cheque,50,Active,2015-01-07
124,11296,,143,Active,25-04-2021
125,90732,Cheque,91,Active,2019-06-05
126,76630,Business,133,Active,2015-04-07
127,96421,Savings,93,Active,2016-08-10
128,95835,Savings,114,Active,2017-03-04
129,6092,Cheque,92,Active,2021-10-26
130,24631,Cheque,109,active,2015-11-03
131,62428,Savings,237,Active,2025-09-06
132,8109,Savings,96,Active,2023-11-03
133,35831,Cheque,13,active,2023-10-13
134,91694,Credit,210,Active,2015-09-01
135,48950,Cheque,244,Active,2019-06-27
136,55525,Cheque,238,Active,2025-02-15
137,80358,Cheque,194,Active,2018-01-08
138,81025,Savings,58,Active,2023-08-03
139,75400,Business,100,Active,2017-02-14
140,98156,Cheque,113,Active,2020-06-05
141,50057,Savings,202,Active,2018-05-15
142,8685,Credit,206,Active,2015-10-21
143,20242,Savings,49,Active,2017-05-21
144,15589,Cheque,99,Active,2022-10-16
145,78953,Savings,167,Active,2021-08-03
146,70420, Savings ,87,Active,2016-04-09
147,, Savings ,237,active,2019-12-13
148,56409,Cheque,142,Active,2018-11-19
149,43275,Cheque,178,Active,2015-10-18
150,14125,Savings,83,Active,2020-11-26
151,72218,Savings,98,Active,2018-08-10
152,70176,Cheque,187,Active,29 Nov 2021
153,83893,Business,200,Active,2025-02-26
154,59230,Savings,78,Active,2024-03-29
155,4442,Savings,127,Active,2021-01-23
156,10703,Savings,157,Active,2023-05-20
157,54222,Savings,125, Active ,2017-05-25
158,93492,Business,250,Active,01-09-2015
159,56779,Credit,238,Active,2024-12-07
160,78515,Cheque,134,ACTIVE,2023-11-11
161,87761,Credit,43,Active,2020-03-18
162,47626,Cheque,94,Active,2017-07-18
163,882,SAVINGS,162,active,2020-02-27
164,83427,Cheque,5,  Active  ,2017-04-18
165,26149,Savings,71,Active,2020-09-14
166,83286,Business,152,Active,2025-03-10
167,60243,Cheque,223,Active,2024-07-28
168,21779,,90,Active,2016-09-15
169,14430,Savings,240,Active,2025-07-24
170,97613,Business,221,ACTIVE,2025-11-08
171,12202,Savings,201,Active,2022-09-15
172,64551,Savings,7,Active,2017-05-24
173,35241,Savings,200,Closed,2022-05-04
174,56539,Savings,89,active,2016-01-23
175,5243,Credit,145,Active,2024-06-10
176,34630,CHEQUE,127,Active,2018/12/10
177,19935,Cheque,179,active,2023-12-31
178,88066, Cheque ,178, Active ,2024-06-04
179,23906,Cheque,165,Active,2020-03-29
180,86239,Savings,250,Active,2025-08-20
181,75981,Cheque,95,Active,2019-12-31
182,52070,Business,113,Active,2020-05-19
183,72511,Cheque,167,Active,2022-04-17
184,21549,Cheque,138,Active,22-09-2024
185,18026,Savings,99,Active,2023-11-01
186,6591,Business,206,Dormant,2023-10-11
187,21459,Savings,102,Active,2016-04-15
188,33946,Cheque,67,Active,2018-05-09
189,42276,Savings,216,Active,2024-01-18
190,32967,Savings,97,Active,2024-07-13
191,99721,Savings,18,Active,2024-10-13
192,32297,Savings,195,Active,2025-04-06
193,33930,Savings,82,Active,2018-09-10
194,78056,Credit,178,Active,2021-01-06
195,9773,Savings,39,Active,2017-10-06
196,37211,Cheque,237,Active,2015/03/20
197,16392,Savings,159,Active,2021-07-01
198,71209,Cheque,240,Active,2018-10-06
199,75416,Cheque,65,Active,08/03/2025
200,57420,Business,125, Active ,2017-05-16
201,7663,Savings,3, Active ,2018-12-26
202,50381,Cheque,68,Active,2022-01-06
203,9651,Cheque,226,Active,2015-04-05
204,68151,Cheque,120,Active,2019-02-01
205,3429,Cheque,222,Active,2025-03-30
206,15073,BUSINESS,20,Active,2022-08-28
207,70639,Cheque,44,Active,2020-06-08
208,77647,Savings,164,Active,2019-05-31
209,80704,Savings,148,Active,2018-04-21
210,96183,Cheque,215,Active,2022-02-26
211,45563,Savings,73,Active ,2015-04-15
212,52659,SAVINGS,72,Active,2019-02-22
213,56796,Cheque,37,Active,2019-11-17
214,98424,Cheque,80,Active,2020-09-04
215,71082,Savings,120,active,2022-02-10
216,10323,Cheque,130,Active,2020-03-20
217,65042,Business,185,Active,2023-11-21
218,94367,Savings,80,Active,2021-04-29
219,72924,Credit,37,Active,2018-07-21
220,59926,Savings,173,Active,2019-09-02
221,56372,Business,2,Active,2018-08-11
222,66737,Cheque,207,Active,28/06/2022
223,38643,Credit,147,Active,2019-07-22
224,89630,Cheque,25,DORMANT,2024-04-01
225,58295,Savings,61,Closed,2015-04-05
226,24879,Savings,213,Active,2022-01-12
227,45448,Cheque,207,Active,2022-05-01
228,15720,Credit,151,Active,2017-08-15
229,25252,Cheque,192,Active,2015-10-08
230,9256,Cheque,178,Active,2020-12-28
231,27761,Savings,154,active,05/11/2024
232,26646, Savings ,8,Active,2023-02-10
233,15697,Savings,68,open,2025-11-02
234,26731,Cheque,129,Active,2023-09-10
235,21159,Cheque,164,Active,2017-06-16
236,62721,Savings,243,Active,2023-06-18
237,45002,Cheque,153,Active,2025-03-10
238,27696,Credit,130,Active,2019-03-12
239,56828,Savings,39,Active,2023-01-11
240,8868,Savings,215,Active,2024-08-03
241,34013,Savings,138,Active,2016-01-04
242,48327,Cheque,194,Active,2016-06-06
243,30730,Cheque,26,Active,2016-12-09
244,62637,Cheque,109,Active,2023-12-17
245,97954,Savings,80, Active ,2015-08-20
246,98921,Savings,163,active,2022-02-06
247,79822,Savings,204,Active,2018-11-24
248,84550,Cheque,41,Active,2022-10-13
249,23693,Savings,240,Active,2023-01-21
250,7796,Savings,222,Active,12/09/2023
251,2824,SAVINGS,12,Active,2019-09-02
252,55961,Business,135,Active,2016-01-09
253,39714,Cheque,131,Active,2017-05-25
254,76798,Business,94,Active,2025-03-31
255,12304,Savings,95,Active,2015-02-28
256,91048,savings,167,Active,2015-01-13
257,68794,Credit,210,Active,2019-08-24
258,48502, Cheque ,11,Active,2023-05-02
259,3845,Cheque,105,active,2016-07-01
260,32681,Savings,86,Active,2021-09-29
261,1051,Credit,102,Active,2022-08-16
262,10153,Cheque,126,Active,2024-12-30
263,17299,Cheque,242,Active,2021-11-04
264,49664,Savings,26,Active,2017-09-15
265,79777,Savings,222,DORMANT,2025-01-05
266,14953,Cheque,237,Active,2023-04-30
267,18530,,38,Active,2017-12-17
268,41346,Credit,112,Active,2017-05-04
269,89170,Cheque,147,Active,08 Dec 2017
270,43165,Savings,114,Active,2022-07-29
271,37640,Cheque,69,active,2019-09-13
272,22120,Savings,169,Closed,21 Aug 2024
273,98637,Savings,39,Active,2021-05-15
274,68558,credit,22,Active,2015-06-25
275,41686,Savings,137,Active,2021-08-27
276,45675,CHEQUE,129,Active,2019-11-12
277,33398,Cheque,203, Active ,2024-06-08
278,96534,Savings,50,Active,2025-02-07
279,31171,credit,85,Active,2016-12-28
280,46678,Savings,44,Active,2019-04-15
281,61693,Savings,213,Active,2019-05-20
282,34016,Savings,12,Active,2019-08-19
283,58735,Savings,194,Active,2021-09-27
284,69670,Business,147,Closed,2024-09-04
285,57010,Savings,27,Active,26 Jan 2017
286,4616,Cheque,143,Active,2025-05-24
287,5428,Business,170,Active,2022-05-12
288,11697,Savings,200,Active,2024-12-12
289,23732,Savings,210,Closed,2016-08-19
290,61591,Business,15,Active,2020-07-13
291,80363,Savings,108,Active,2015-08-03
292,70896,Cheque,123,Closed,2021-06-01
293,2880,Savings,42,Active,2022-02-23
294,64733,Business,145,Active,2023-04-29
295,16481,Cheque,233,ACTIVE,2025-07-20
296,87055,Savings,168,Active,2020-04-18
297,83951,Credit,154,Active,2020-04-20
298,29253,Cheque,184,Active,21/07/2019
299,64794,Cheque,112, Dormant ,2015-12-02
300,46556,Cheque,57,Active,2016-05-25
301,57382,Savings,108,Dormant,2016-11-30
302,13042,Savings,226,Active,2023-06-19
303,66813,Business,249,Active,2024-07-31
304,86100,Cheque,110,Dormant,2024-03-30
305,15706,Credit,132,Active,2015-05-01
306,25777,Cheque,89,Active,2025-05-10
307,2927,Credit,250,Active,2025-07-15
308,17529,Credit,82,Active,2020-03-08
309,59323,Cheque,144,Active,2015-11-22
310,74819,Credit,165,Active,2024-10-23
311,,Credit,70,Active,2025-07-09
312,12970,savings,118,Dormant,2017-10-30
313,81275,Savings,79,Active,2018-10-15
314,71243, Credit ,154,Active,2015-08-22
315,71300,Savings,243,Active,25 Dec 2024
316,37045,Savings,226,Active,2015-02-08
317,4129,Savings,147,Active,2021-05-07
318,83594,Cheque,79,Active,2022-10-30
319,85116,Savings,178,Active,2015-04-27
320,18809,Cheque,37,Dormant,2021-03-26
321,1304,Cheque,196,Active,2022-09-18
322,47761,Savings,241,Active,2017-07-06
323,34353,Cheque,97,Active,2020-08-14
324,93517,Savings,218,Active,2020-01-02
325,28562,Business,15,active,2022-12-13
326,24369,Credit,130,Dormant,2019-10-19
327,28025,Savings,172,Active,2017-01-25
328,90799,Cheque,153,Active,2019-06-12
329,53931,Savings,206,Active,2019-11-02
330,40833,Cheque,53,Active,2018-04-24
331,461,Cheque,97,Active,2021-12-25
332,5567,SAVINGS,30,Closed,2023-03-04
333,91575,Cheque,161,Dormant,2020-01-04
334,69699,Credit,151,Active,2025-04-21
335,98672,Cheque,152,Active,2023-09-08
336,89725,Cheque,232,Active,2024-12-13
337,56731,Business,24,Active,2019-07-08
338,,Savings,175,Active,2018-06-25
339,50382,Savings,28,Active,2018-01-15
340,95296,Cheque,23,Closed,2017-09-11
341,59262,Savings,142,Active,2023-03-12
342,57850,Savings,150,Active,2021-08-13
343,10476,Savings,49,Dormant,2016-01-20
344,70595,Savings,233,Active,2020-06-30
345,96404,Savings,54,Active,26 Jul 2025
346,74906,Savings,150,Active,2015-12-19
347,59813,Cheque,189,Active,2025-02-16
348,63121,Savings,173,Active,2024-02-17
349,26685,Cheque,119,ACTIVE,2019-07-19
350,87068,Savings,163,Active,2023-02-12
351,8847,savings,122,Active,2017-05-05
352,5345,Savings,53,Active,2016-08-22
353,7676,Savings,50,Active,2023-11-10
354,56475,Cheque,88,Active,18 Jan 2025
355,16912,Cheque,132,Active,2020-06-21
356,71395,Savings,100,Dormant,2020-04-08
357,15407,Cheque,160,active,2018-06-29
358,45994,Savings,103,Active,2015-08-10
359,23081,Cheque,90,Active,2020-11-29
360,38650,Savings,88,Active,2025-10-28
361,81739,Savings,112,Active,2025-03-05
362,70789,Savings,80,Active,2022-02-08
363,82279,,36,Active,22/04/2017
364,20451,Savings,7,Active,2022-07-30
365,74381,Credit,219,Active,2022-05-10
366,78272,Savings,201,Active,2017-02-19
367,48042,Cheque,75,Active,2016-01-07
368,54859,Business,28,Active,2016-01-09
369,27259,Savings,60,Active,2023-05-23
370,12393,Cheque,160,Active,2022-04-26
371,82308,Savings,99,Active,2021-11-02
372,77110,Savings,188,Active,2015-10-09
373,23221,Cheque,236,Active,2021-05-06
374,94521,Savings,163,Active,2024-06-12
375,89081,Credit,143,Active,2023-06-10
376,28315,Savings,109,Active,2016-09-26
377,30032,Savings,186,Active,2016-08-15
378,79566, Cheque ,31,Active,2016-09-19
379,86224,cheque,58,Active,2020-08-20
380,67930,Business,14,Active,2023-09-29
381,12657,Savings,213,Active,2021-05-01
382,37610,cheque,18,Active,2025-11-18
383,56683,Savings,188,Active,2018-04-05
384,55541,Savings,125,Active,2020-01-03
385,75328,Savings,38,ACTIVE,2021-08-03
386,76037,Business,10,Active,2017-02-19
387,88579, Savings ,81,Active,2022-10-08
388,6997,Savings,219,Active,2018-12-23
389,2196,Cheque,170,Active,2021-10-14
390,68898,Savings,166,Dormant,2019-01-19
391,53903,Savings,41,Active,2023/06/18
392,41601,Credit,125,Active,2020-11-17
393,,Credit,202,Active,2019-09-14
394,26107,Cheque,249,Active,2016/01/10
395,48013,Cheque,33,Active,2025-11-22
396,75961,Cheque,103,Active,2024-05-15
397,46318,Savings,70,Active,2015-06-28
398,39573,credit,26,Dormant,2025-07-16
399,155,Cheque,7,Active,2025-06-12
400,42125,Savings,46,Active,2018-04-26
401,92725,Savings,159,Active,2022-05-26
402,60199,Cheque,82,Dormant,2015-01-14
403,91318,Savings,240,Closed,2015-04-28
404,63563,Savings,43,Active,2016-11-07
405,2077,Savings,133,Active,2016-07-11
406,98217,Business,193,Active,2021-09-14
407,66239,Cheque,147,Active,2020-06-13
408,27644,Savings,71,Active,2017-09-18
409,78606,Savings,87,Active,2024-11-16
410,,Business,176,Active,2022-01-01
411,4791,Cheque,119,Active,2016-09-18
412,1858,Cheque,240,Active,2020-12-09
413,40151,Cheque,212,Closed,2025-11-11
414,42289,Cheque,148, Closed ,2019-04-06
415,33388,Cheque,103,Active ,2017-04-21
416,39410,Business,48,Active,2023-01-16
417,90344,Savings,104,Active,2025-04-21
418,45694,Savings,31,Active,2023-01-22
419,39475,Savings,99,Closed,2026-99-99
420,33361,Cheque,131,Active,2018-05-29
421,60443,Savings,244,Active,2018-03-05
422,13245,Cheque,50,Active,15-03-2017
423,98231,Cheque,98,ACTIVE,2025-01-26
424,16589,Credit,202,Active,2024-05-25
425,78110,Savings,14,Active,2017-04-10
426,74930,Business,136,Active,2023-07-17
427,31558,cheque,178,Active,2017-03-14
428,85760,Credit,236,Active,2017-11-21
429,51249,Cheque,75,Active,2020-07-15
430,99151,Cheque,40,Active,2021-08-11
431,33397,cheque,47,Active,2023-04-04
432,39263,Savings,4,Active,2016-01-24
433,97050,Business,159,active,2018-09-22
434,62346,Savings,155, Active ,14-07-2016
435,14179,Cheque,95,Active,2017-07-22
436,12932,Savings,27, Active ,2015-01-06
437,13626,Savings,223,Active,2020-04-03
438,72401,Savings,211,Dormant,2016-04-01
439,86966,Savings,194,Active,2020-05-28
440,68986,Business,6,Active,2018-09-16
441,83832,Cheque,103,Dormant,2025-07-20
442,44820,Savings,198,Active,2021-11-23
443,17347,Cheque,142,Active,2018-10-31
444,48774,Cheque,122,Active,2020-08-03
445,21416,Savings,206,Active,2016-11-27
446,29938,Credit,109,Active ,2016-03-21
447,55299,Cheque,33,active,2016-02-13
448,10667,Cheque,138,Active,2020-07-22
449,69714,Cheque,123,Active,2015-01-30
450,80828,Business,244,Active,2022-12-09
451,84208,Savings,184,ACTIVE,2017-05-12
452,47080,Savings,249,Active,2020-12-24
453,78969,Savings,4,Active,2022-11-19
454,98646,Savings,67,Active,2018-06-17
455,5685,Cheque,182,Active,2020/06/06
456,32791,Savings,183,Active,2016/11/17
457,85370,Savings,175,Active,2019-12-29
458,24586,Cheque,190,Active,2017-07-19
459,5810,BUSINESS,14,Active,2018/03/10
460,21777,Savings,125,ACTIVE,2015-12-25
461,50771,Savings,193,Active,2019-08-31
462,69018,Savings,212,Active,2023-02-18
463,20598,Cheque,55,Active,2019-02-14
464,99722,Cheque,81,Active,2025-02-22
465,72286, Business ,141,Active,2022-06-23
466,95040,Savings,14,Active,2022-03-20
467,33475,Cheque,101,Active,2019-06-29
468,27882,Savings,245,Active,2018-06-24
469,75472,Cheque,136,Active,2023-11-17
470,30574,BUSINESS,117,Active,2019-01-07
471,62994,Savings,238,Active,2018-11-19
472,27235,Savings,228,Active,2021-02-21
473,66538, Cheque ,131,Closed,2021-09-18
474,48397,Cheque,13,Active,2025-02-16
475,37544,Savings,154,Active,2022-07-05
476,36706,Credit,91,Active,2018-08-27
477,85019,Savings,153,Active,2020-07-19
478,8737,Savings,21,Active,2024-07-19
479,85194,Cheque,139,Active,2024-12-12
480,95135,Cheque,60,Active,2023-06-22
481,84844,Credit,15,Dormant,2015-07-13
482,68894,Cheque,19,Active,2015-09-11
483,99438,Savings,129,Active,2015-01-31
484,12020,Cheque,166,Active,2016-03-11
485,1760,Savings,97,ACTIVE,2024-02-25
486,37625,Savings,161,Active,2021-04-27
487,3255,Savings,235,Active,2019-10-26
488,16152,Credit,139,Active,2017-06-12
489,44538,Savings,52,Active,2023-12-12
490,90061,Cheque,217,Active,13-07-2025
491,5625,Savings,207,Active,2021-01-21
492,48105,Cheque,129,Active,2017/03/23
493,44814,Savings,44,Active,2025-08-01
494,49464,Credit,138,Active,2024-05-03
495,38330,Business,178, Active ,2021-04-12
496,67479,Credit,72,Active,2021-08-05
497,75469,Savings,203,Dormant,2021-02-10
498,71158,Savings,169,Active,2018-05-09
499,44796,Savings,43,Active,2017-11-21
500,88106,Cheque,126,Active,2017-02-06
501,65205,Savings,73,Active,2020-06-08
502,46119,Cheque,127,Active,2022/12/09
503,1651,savings,26,Active,2015-04-29
504,23009,Savings,149,Active,2020-08-19
505,64077,Cheque,165,Dormant,2022-04-06
506,88754, Savings ,63,Active,2021-07-21
507,81482,Savings,248,Active,2019-10-02
508,76178,Business,143,Active,2022-10-12
509,33089,Cheque,203,Active,2025-07-08
510,79254,Credit,48,dormant,2019-12-17
511,5999,Cheque,90,Active,2018-08-01
512,37276, Cheque ,54,Active,2016-01-06
513,27597,Savings,164,Active,2024-03-23
514,49795,Savings,233,Active,2015-01-16
515,22325,Cheque,141,Active,2015-07-05
516,34180,Credit,158,Active,2022-12-16
517,72494,Cheque,113,Active,2017-04-29
518,56624,Business,107,active,2023-12-18
519,95095,,121,Active,2021-07-12
520,36902,Savings,193,Active,2015-03-05
521,98546,Cheque,4,active,2024-03-15
522,17654,Savings,179,Active,2024-09-05
523,14768,Business,79,Dormant,2016-10-25
524,53654,Credit,189,Active,2023-06-18
525,30271,Savings,9,Active,2022-07-20
526,36874,Cheque,5,Active,2025-09-07
527,85620,Credit,151,,2020-10-31
528,94613,Credit,31,Active,2017-06-15
529,15604,Savings,198,Active,2020-04-24
530,98590,Cheque,169,Active,2016-02-09
531,76671,Savings,239,Dormant,2024-06-02
532,86017,Cheque,150,Active,2022-03-31
533,70734,Cheque,167,Active,2015-08-25
534,29558,Cheque,112,Active,2022-11-22
535,28814,Business,204,Active,2017-01-15
536,17674,Cheque,169,Active,2021-05-26
537,68158,Cheque,29,ACTIVE,2022-11-11
538,82038,Savings,82,Closed,2020-10-01
539,49067,Credit,211,Active,2020-08-11
540,35030,Savings,248,Active,2016-06-27
541,92326,Cheque,178,ACTIVE,2025-02-07
542,91163,Savings,83,Active,2019-03-04
543,23645,Cheque,5,Active,2023-06-21
544,90292,Savings,50,Active,2017-06-05
545,37873, Cheque ,59,Active,2021-07-19
546,63994,Savings,177,Active,2024-03-31
547,75429,Cheque,91,Dormant,2024-05-25
548,79134,Savings,140,Active,05-01-2022
549,14105,Savings,90,Active,2020-08-27
550,88540,Cheque,209,Active,2019-06-14
551,8143,Cheque,19,Closed,2023-04-03
552,47877,Cheque,131,Dormant,2018-11-25
553,459,Cheque,66,Active,2024-08-30
554,35798,Cheque,118,Active,2019-10-26
555,33503,Savings,129,Active,2019-04-10
556,84439,Cheque,114,Active,2015-08-06
557,80898,Cheque,88,open,2022-01-06
558,71889,Cheque,35,Active,2015-08-18
559,63508,Business,194,Active,2021-09-17
560,54035,Savings,214,Active,2022-01-20
561,12665,Savings,223,Active,2022/02/12
562,31450,Cheque,110,Dormant,2017-02-07
563,59776,Cheque,143,Active,2022-12-19
564,97606,Cheque,219,Active,2015-05-30
565,78921,Cheque,94,ACTIVE,2016-06-21
566,15079,Business,84,Active,2022-06-20
567,78998,Cheque,173,Dormant,2022-01-06
568,73799,Cheque,170,Active,2015-10-11
569,42626,Cheque,44,Active,2022-11-22
570,61840,Credit,210, Active ,2024-02-28
571,83862, Credit ,55,Active ,03 Mar 2022
572,54001,Cheque,30,Dormant,2019-03-19
573,6675,Savings,189,Active,2015-07-02
574,69795,Cheque,144,Active,2016-04-13
575,89625,Savings,247,Active,2024-09-09
576,34018,Cheque,129,Closed,2019-12-12
577,59172,Savings,45,active,2017-03-11
578,32040,Savings,198,Active,2017-08-15
579,85819,Cheque,246,Active,2020-07-04
580,70744,Cheque,8,Active,2021-07-09
581,82362,Cheque,69,Active,2016-07-17
582,99781,Savings,96,Active,2025-09-14
583,79691,Business,50,Active,2021-05-26
584,86695,Credit,194,Active,2020-09-09
585,35642,Savings,116,Active,2022-02-16
586,30710,Savings,157,Active,2015-02-20
587,84232,Cheque,45,Active,2020-12-11
588,87973,Credit,125,Active,2021-12-11
589,28333,Savings,230,Active,2018-10-11
590,99440,Business,81,Active,2019-05-22
591,62895,Savings,147,Active,2016-07-24
592,73595,Savings,4,Active,2016-12-21
593,53394,Savings,25,Active,2024-02-16
594,69790,Cheque,29,Active,2024-03-10
595,18051,Cheque,66,Active,2017-10-06
596,26620,Savings,89,Active ,2022-10-06
597,60936,Credit,44,Active,2021-10-23
598,9148, Savings ,230,Active,2017-04-08
599,51285,Credit,75,Active,2020-06-04
600,7444,Savings,136,Active,2025-01-14
601,48326,CREDIT,176,Active,2024-01-14
602,18758,Business,88, Active ,2025-07-14
603,7465,Credit,62,Active,2017-03-12
604,87601,Cheque,57,Active,2024-07-17
605,24555,Cheque,52,Active,2015-05-30
606,17007,Business,116,Active,2020-01-01
607,89991,Savings,135,Active,2016-03-19
608,6041,Savings,236,Active,2020-02-02
609,42754,Cheque,133,Active,2019-12-17
610,58812,Credit,140,Active,2023-11-27
611,9407,Cheque,139,Dormant,2016-06-29
612,89186,Cheque,218,dormant,2021-08-16
613,3744,Cheque,156,Active,03-09-2021
614,82289,SAVINGS,7,Active,2016-10-04
615,85966,Cheque,69,Active,2023-03-30
616,47935,Cheque,156,ACTIVE,2016-10-28
617,94474,Savings,47,Active,2015-12-21
618,66912,Savings,57,Active,2021-06-06
619,49403,Savings,49,Active,2025-06-13
620,57548,Credit,22,Closed,2024-10-13
621,45675,Cheque,75,Active,2018-01-29
622,72797,Cheque,107,Active,2021-09-09
623,52603,Savings,239,Closed,2016-09-05
624,37514,Credit,250,Active,2020-04-22
625,42906,Savings,4,Active,2024-02-20
626,10986,Cheque,66,Active,2022-06-29
627,77556,Cheque,153,Active,2015-01-01
628,99535,Savings,215,ACTIVE,2021-04-20
629,92642,Business,210,Active,2020-11-24
630,52326,Savings,87,Active,2024-06-28
631,19158,Cheque,237,Active,2018-07-12
632,74057,Credit,86,Active,02 Apr 2025
633,12378,Savings,16,Active,2025-04-15
634,20031,Cheque,77,Dormant,2019-10-09
635,60713,Savings,249,Active,29-10-2020
636,83676,Savings,83,Active,2016-03-07
637,10890,Cheque,158,Active,2017-01-13
638,54424,Cheque,66,Dormant,2020-12-02
639,62516,Cheque,241,Closed,2021-04-16
640,80201,Cheque,10,Active,2020-11-18
641,36925,Cheque,129,Active,2018-03-08
642,80889,Cheque,227,Active,2019-08-30
643,30725,Cheque,224,Active,2025-10-18
644,14125,Cheque,175,Active,2020-04-02
