,account_id,customer_id,account_type,branch_id,account_status,opened_date
46,47,7024,Savings,198,Active,2021-04-13 00:00:00
47,48,38376,Cheque,132,Active,2019-12-17 00:00:00
48,49,44927,Savings,107,Active,2020-03-11 00:00:00
49,50,23287,Cheque,138,Active,2025-01-14 00:00:00
50,51,37877,Cheque,181,Active,2016-07-16 00:00:00
51,52,36842,Savings,186,Active,2020-10-09 00:00:00
52,53,37974,Cheque,35,Active,2019-03-15 00:00:00
53,54,83745,Savings,39,Active,2025-12-24 00:00:00
54,55,65537,Savings,63,Active,2023-03-26 00:00:00
55,56,13019,Cheque,38,Active,2019-05-29 00:00:00
56,57,71557,Savings,126,Active,2019-03-30 00:00:00
57,58,78321,Savings,74,Active,2021-10-01 00:00:00
58,59,98793,Savings,206,Active,2016-02-14 00:00:00
59,60,88466,Cheque,114,Active,2023-12-19 00:00:00
60,61,47426,Cheque,128,Active,2018-02-27 00:00:00
61,62,57560,Savings,59,Closed,2021-10-10 00:00:00
62,63,34678,Savings,5,Active,2025-05-23 00:00:00
63,64,18298,Savings,79,Active,2025-02-18 00:00:00
64,65,2894,Savings,23,Active,2020-08-02 00:00:00
65,66,99881,Savings,247,Closed,2024-04-26 00:00:00
66,67,30540,Cheque,149,Active,2022-10-16 00:00:00
67,68,62699,Savings,30,Active,2020-01-17 00:00:00
68,69,21229,Cheque,211,Active,2016-04-30 00:00:00
69,70,29003,Cheque,70,Active,2020-10-31 00:00:00
70,71,25079,Savings,40,Closed,2022-05-22 00:00:00
71,72,11541,Savings,84,Dormant,2024-03-20 00:00:00
72,73,15602,Cheque,196,Active,2015-11-18 00:00:00
73,74,63012,Business,229,Active,2015-11-14 00:00:00
74,75,78474,Savings,112,Active,2023-06-10 00:00:00
75,76,31934,Savings,75,Active,2018-05-06 00:00:00
76,77,51257,Credit,90,Active,2017-12-31 00:00:00
77,78,9796,Cheque,53,Active,2016-04-06 00:00:00
78,79,41252,Cheque,195,Active,2023-08-23 00:00:00
79,80,34665,Savings,7,Active,2024-11-04 00:00:00
80,81,65690,Business,28,Active,2021-05-20 00:00:00
81,82,22377,Savings,220,Dormant,2019-08-24 00:00:00
82,83,97717,Savings,228,Active,2021-12-31 00:00:00
83,84,36825,Business,164,Active,2017-01-15 00:00:00
84,85,56795,Savings,197,Active,2021-10-30 00:00:00
85,86,38202,Cheque,71,Dormant,2015-03-23 00:00:00
86,87,12169,Cheque,95,Active,2016-04-25 00:00:00
87,88,5349,Cheque,56,Active,2018-12-11 00:00:00
88,89,96555,Savings,147,Active,2017-08-10 00:00:00
89,90,6521,Savings,139,Active,2024-04-05 00:00:00
90,91,17202,Savings,65,Active,2023-11-24 00:00:00
91,92,69855,Cheque,57,Closed,2023-10-24 00:00:00
92,93,72172,Cheque,244,Active,2021-06-01 00:00:00
93,94,61352,Cheque,151,Active,2024-10-19 00:00:00
94,95,84263,Savings,185,Active,2017-09-07 00:00:00
95,96,49118,Cheque,26,Active,2015-04-11 00:00:00
96,97,79463,Savings,178,Active,2021-07-29 00:00:00
97,98,7557,Cheque,188,Active,2015-12-07 00:00:00
98,99,60893,Cheque,25,Open,2023-06-10 00:00:00
99,100,66190,Cheque,32,Active,2018-12-30 00:00:00
100,101,76593,Savings,12,Closed,2021-04-06 00:00:00
101,102,88638,Savings,248,Active,2025-03-20 00:00:00
102,103,38499,Savings,170,Active,2017-05-07 00:00:00
103,104,18820,Savings,206,Active,2023-07-14 00:00:00
104,105,83164,Cheque,131,Active,2022-10-21 00:00:00
105,106,64559,Savings,51,Active,2016-06-19 00:00:00
106,107,74148,Cheque,194,Active,2019-12-25 00:00:00
107,108,12807,Cheque,220,Active,2016-04-21 00:00:00
108,109,52747,Cheque,16,Active,2023-07-05 00:00:00
109,110,10034,Credit,39,Active,2025-03-15 00:00:00
110,111,90099,Savings,167,Active,2023-04-13 00:00:00
111,112,52093,Nan,190,Active,2021-05-02 00:00:00
112,113,32325,Cheque,112,Dormant,2016-06-27 00:00:00
113,114,72829,Savings,223,Dormant,2020-01-04 00:00:00
114,115,53935,Cheque,166,Active,2019-03-11 00:00:00
115,116,60530,Savings,61,Active,2016-03-23 00:00:00
116,117,23937,Cheque,223,Active,2019-01-21 00:00:00
117,118,67659,Savings,133,Active,2023-01-23 00:00:00
118,119,2040,Savings,222,Active,2022-10-31 00:00:00
119,120,15353,Cheque,238,Active,2023-09-17 00:00:00
120,121,71056,Savings,87,Active,2017-02-25 00:00:00
121,122,76005,Savings,2,Active,2018-05-20 00:00:00
122,123,69732,Cheque,50,Active,2015-07-01 00:00:00
123,124,11296,Nan,143,Active,2021-04-25 00:00:00
124,125,90732,Cheque,91,Active,2019-05-06 00:00:00
125,126,76630,Business,133,Active,2015-07-04 00:00:00
126,127,96421,Savings,93,Active,2016-10-08 00:00:00
127,128,95835,Savings,114,Active,2017-04-03 00:00:00
128,129,6092,Cheque,92,Active,2021-10-26 00:00:00
129,130,24631,Cheque,109,Active,2015-03-11 00:00:00
130,131,62428,Savings,237,Active,2025-06-09 00:00:00
131,132,8109,Savings,96,Active,2023-03-11 00:00:00
132,133,35831,Cheque,13,Active,2023-10-13 00:00:00
133,134,91694,Credit,210,Active,2015-01-09 00:00:00
134,135,48950,Cheque,244,Active,2019-06-27 00:00:00
135,136,55525,Cheque,238,Active,2025-02-15 00:00:00
136,137,80358,Cheque,194,Active,2018-08-01 00:00:00
137,138,81025,Savings,58,Active,2023-03-08 00:00:00
138,139,75400,Business,100,Active,2017-02-14 00:00:00
139,140,98156,Cheque,113,Active,2020-05-06 00:00:00
140,141,50057,Savings,202,Active,2018-05-15 00:00:00
141,142,8685,Credit,206,Active,2015-10-21 00:00:00
142,143,20242,Savings,49,Active,2017-05-21 00:00:00
143,144,15589,Cheque,99,Active,2022-10-16 00:00:00
144,145,78953,Savings,167,Active,2021-03-08 00:00:00
145,146,70420,Savings,87,Active,2016-09-04 00:00:00
147,148,56409,Cheque,142,Active,2018-11-19 00:00:00
148,149,43275,Cheque,178,Active,2015-10-18 00:00:00
149,150,14125,Savings,83,Active,2020-11-26 00:00:00
150,151,72218,Savings,98,Active,2018-10-08 00:00:00
151,152,70176,Cheque,187,Active,2021-11-29 00:00:00
152,153,83893,Business,200,Active,2025-02-26 00:00:00
153,154,59230,Savings,78,Active,2024-03-29 00:00:00
154,155,4442,Savings,127,Active,2021-01-23 00:00:00
155,156,10703,Savings,157,Active,2023-05-20 00:00:00
156,157,54222,Savings,125,Active,2017-05-25 00:00:00
157,158,93492,Business,250,Active,2015-09-01 00:00:00
158,159,56779,Credit,238,Active,2024-07-12 00:00:00
159,160,78515,Cheque,134,Active,2023-11-11 00:00:00
160,161,87761,Credit,43,Active,2020-03-18 00:00:00
161,162,47626,Cheque,94,Active,2017-07-18 00:00:00
162,163,882,Savings,162,Active,2020-02-27 00:00:00
163,164,83427,Cheque,5,Active,2017-04-18 00:00:00
164,165,26149,Savings,71,Active,2020-09-14 00:00:00
165,166,83286,Business,152,Active,2025-10-03 00:00:00
166,167,60243,Cheque,223,Active,2024-07-28 00:00:00
167,168,21779,Nan,90,Active,2016-09-15 00:00:00
168,169,14430,Savings,240,Active,2025-07-24 00:00:00
169,170,97613,Business,221,Active,2025-08-11 00:00:00
170,171,12202,Savings,201,Active,2022-09-15 00:00:00
171,172,64551,Savings,7,Active,2017-05-24 00:00:00
172,173,35241,Savings,200,Closed,2022-04-05 00:00:00
173,174,56539,Savings,89,Active,2016-01-23 00:00:00
174,175,5243,Credit,145,Active,2024-10-06 00:00:00
175,176,34630,Cheque,127,Active,2018-10-12 00:00:00
176,177,19935,Cheque,179,Active,2023-12-31 00:00:00
177,178,88066,Cheque,178,Active,2024-04-06 00:00:00
178,179,23906,Cheque,165,Active,2020-03-29 00:00:00
179,180,86239,Savings,250,Active,2025-08-20 00:00:00
180,181,75981,Cheque,95,Active,2019-12-31 00:00:00
181,182,52070,Business,113,Active,2020-05-19 00:00:00
182,183,72511,Cheque,167,Active,2022-04-17 00:00:00
183,184,21549,Cheque,138,Active,2024-09-22 00:00:00
184,185,18026,Savings,99,Active,2023-01-11 00:00:00
185,186,6591,Business,206,Dormant,2023-11-10 00:00:00
186,187,21459,Savings,102,Active,2016-04-15 00:00:00
187,188,33946,Cheque,67,Active,2018-09-05 00:00:00
188,189,42276,Savings,216,Active,2024-01-18 00:00:00
189,190,32967,Savings,97,Active,2024-07-13 00:00:00
190,191,99721,Savings,18,Active,2024-10-13 00:00:00
191,192,32297,Savings,195,Active,2025-06-04 00:00:00
192,193,33930,Savings,82,Active,2018-10-09 00:00:00
193,194,78056,Credit,178,Active,2021-06-01 00:00:00
194,195,9773,Savings,39,Active,2017-06-10 00:00:00
195,196,37211,Cheque,237,Active,2015-03-20 00:00:00
196,197,16392,Savings,159,Active,2021-01-07 00:00:00
197,198,71209,Cheque,240,Active,2018-06-10 00:00:00
198,199,75416,Cheque,65,Active,2025-03-08 00:00:00
199,200,57420,Business,125,Active,2017-05-16 00:00:00
200,201,7663,Savings,3,Active,2018-12-26 00:00:00
201,202,50381,Cheque,68,Active,2022-06-01 00:00:00
202,203,9651,Cheque,226,Active,2015-05-04 00:00:00
203,204,68151,Cheque,120,Active,2019-01-02 00:00:00
204,205,3429,Cheque,222,Active,2025-03-30 00:00:00
205,206,15073,Business,20,Active,2022-08-28 00:00:00
206,207,70639,Cheque,44,Active,2020-08-06 00:00:00
207,208,77647,Savings,164,Active,2019-05-31 00:00:00
208,209,80704,Savings,148,Active,2018-04-21 00:00:00
209,210,96183,Cheque,215,Active,2022-02-26 00:00:00
210,211,45563,Savings,73,Active,2015-04-15 00:00:00
211,212,52659,Savings,72,Active,2019-02-22 00:00:00
212,213,56796,Cheque,37,Active,2019-11-17 00:00:00
213,214,98424,Cheque,80,Active,2020-04-09 00:00:00
214,215,71082,Savings,120,Active,2022-10-02 00:00:00
215,216,10323,Cheque,130,Active,2020-03-20 00:00:00
216,217,65042,Business,185,Active,2023-11-21 00:00:00
217,218,94367,Savings,80,Active,2021-04-29 00:00:00
218,219,72924,Credit,37,Active,2018-07-21 00:00:00
219,220,59926,Savings,173,Active,2019-02-09 00:00:00
220,221,56372,Business,2,Active,2018-11-08 00:00:00
221,222,66737,Cheque,207,Active,2022-06-28 00:00:00
222,223,38643,Credit,147,Active,2019-07-22 00:00:00
223,224,89630,Cheque,25,Dormant,2024-01-04 00:00:00
224,225,58295,Savings,61,Closed,2015-05-04 00:00:00
225,226,24879,Savings,213,Active,2022-12-01 00:00:00
226,227,45448,Cheque,207,Active,2022-01-05 00:00:00
227,228,15720,Credit,151,Active,2017-08-15 00:00:00
228,229,25252,Cheque,192,Active,2015-08-10 00:00:00
229,230,9256,Cheque,178,Active,2020-12-28 00:00:00
230,231,27761,Savings,154,Active,2024-11-05 00:00:00
231,232,26646,Savings,8,Active,2023-10-02 00:00:00
232,233,15697,Savings,68,Open,2025-02-11 00:00:00
233,234,26731,Cheque,129,Active,2023-10-09 00:00:00
234,235,21159,Cheque,164,Active,2017-06-16 00:00:00
235,236,62721,Savings,243,Active,2023-06-18 00:00:00
236,237,45002,Cheque,153,Active,2025-10-03 00:00:00
237,238,27696,Credit,130,Active,2019-12-03 00:00:00
238,239,56828,Savings,39,Active,2023-11-01 00:00:00
239,240,8868,Savings,215,Active,2024-03-08 00:00:00
240,241,34013,Savings,138,Active,2016-04-01 00:00:00
241,242,48327,Cheque,194,Active,2016-06-06 00:00:00
242,243,30730,Cheque,26,Active,2016-09-12 00:00:00
243,244,62637,Cheque,109,Active,2023-12-17 00:00:00
244,245,97954,Savings,80,Active,2015-08-20 00:00:00
245,246,98921,Savings,163,Active,2022-06-02 00:00:00
246,247,79822,Savings,204,Active,2018-11-24 00:00:00
247,248,84550,Cheque,41,Active,2022-10-13 00:00:00
248,249,23693,Savings,240,Active,2023-01-21 00:00:00
249,250,7796,Savings,222,Active,2023-09-12 00:00:00
250,251,2824,Savings,12,Active,2019-02-09 00:00:00
251,252,55961,Business,135,Active,2016-09-01 00:00:00
252,253,39714,Cheque,131,Active,2017-05-25 00:00:00
253,254,76798,Business,94,Active,2025-03-31 00:00:00
254,255,12304,Savings,95,Active,2015-02-28 00:00:00
255,256,91048,Savings,167,Active,2015-01-13 00:00:00
256,257,68794,Credit,210,Active,2019-08-24 00:00:00
257,258,48502,Cheque,11,Active,2023-02-05 00:00:00
258,259,3845,Cheque,105,Active,2016-01-07 00:00:00
259,260,32681,Savings,86,Active,2021-09-29 00:00:00
260,261,1051,Credit,102,Active,2022-08-16 00:00:00
261,262,10153,Cheque,126,Active,2024-12-30 00:00:00
262,263,17299,Cheque,242,Active,2021-04-11 00:00:00
263,264,49664,Savings,26,Active,2017-09-15 00:00:00
264,265,79777,Savings,222,Dormant,2025-05-01 00:00:00
265,266,14953,Cheque,237,Active,2023-04-30 00:00:00
266,267,18530,Nan,38,Active,2017-12-17 00:00:00
267,268,41346,Credit,112,Active,2017-04-05 00:00:00
268,269,89170,Cheque,147,Active,2017-12-08 00:00:00
269,270,43165,Savings,114,Active,2022-07-29 00:00:00
270,271,37640,Cheque,69,Active,2019-09-13 00:00:00
271,272,22120,Savings,169,Closed,2024-08-21 00:00:00
272,273,98637,Savings,39,Active,2021-05-15 00:00:00
273,274,68558,Credit,22,Active,2015-06-25 00:00:00
274,275,41686,Savings,137,Active,2021-08-27 00:00:00
275,276,45675,Cheque,129,Active,2019-12-11 00:00:00
276,277,33398,Cheque,203,Active,2024-08-06 00:00:00
277,278,96534,Savings,50,Active,2025-07-02 00:00:00
278,279,31171,Credit,85,Active,2016-12-28 00:00:00
279,280,46678,Savings,44,Active,2019-04-15 00:00:00
280,281,61693,Savings,213,Active,2019-05-20 00:00:00
281,282,34016,Savings,12,Active,2019-08-19 00:00:00
282,283,58735,Savings,194,Active,2021-09-27 00:00:00
283,284,69670,Business,147,Closed,2024-04-09 00:00:00
284,285,57010,Savings,27,Active,2017-01-26 00:00:00
285,286,4616,Cheque,143,Active,2025-05-24 00:00:00
286,287,5428,Business,170,Active,2022-12-05 00:00:00
287,288,11697,Savings,200,Active,2024-12-12 00:00:00
288,289,23732,Savings,210,Closed,2016-08-19 00:00:00
289,290,61591,Business,15,Active,2020-07-13 00:00:00
290,291,80363,Savings,108,Active,2015-03-08 00:00:00
291,292,70896,Cheque,123,Closed,2021-01-06 00:00:00
292,293,2880,Savings,42,Active,2022-02-23 00:00:00
293,294,64733,Business,145,Active,2023-04-29 00:00:00
294,295,16481,Cheque,233,Active,2025-07-20 00:00:00
295,296,87055,Savings,168,Active,2020-04-18 00:00:00
296,297,83951,Credit,154,Active,2020-04-20 00:00:00
297,298,29253,Cheque,184,Active,2019-07-21 00:00:00
298,299,64794,Cheque,112,Dormant,2015-02-12 00:00:00
299,300,46556,Cheque,57,Active,2016-05-25 00:00:00
300,301,57382,Savings,108,Dormant,2016-11-30 00:00:00
301,302,13042,Savings,226,Active,2023-06-19 00:00:00
302,303,66813,Business,249,Active,2024-07-31 00:00:00
303,304,86100,Cheque,110,Dormant,2024-03-30 00:00:00
304,305,15706,Credit,132,Active,2015-01-05 00:00:00
305,306,25777,Cheque,89,Active,2025-10-05 00:00:00
306,307,2927,Credit,250,Active,2025-07-15 00:00:00
307,308,17529,Credit,82,Active,2020-08-03 00:00:00
308,309,59323,Cheque,144,Active,2015-11-22 00:00:00
309,310,74819,Credit,165,Active,2024-10-23 00:00:00
311,312,12970,Savings,118,Dormant,2017-10-30 00:00:00
312,313,81275,Savings,79,Active,2018-10-15 00:00:00
313,314,71243,Credit,154,Active,2015-08-22 00:00:00
314,315,71300,Savings,243,Active,2024-12-25 00:00:00
315,316,37045,Savings,226,Active,2015-08-02 00:00:00
316,317,4129,Savings,147,Active,2021-07-05 00:00:00
317,318,83594,Cheque,79,Active,2022-10-30 00:00:00
318,319,85116,Savings,178,Active,2015-04-27 00:00:00
319,320,18809,Cheque,37,Dormant,2021-03-26 00:00:00
320,321,1304,Cheque,196,Active,2022-09-18 00:00:00
321,322,47761,Savings,241,Active,2017-06-07 00:00:00
322,323,34353,Cheque,97,Active,2020-08-14 00:00:00
323,324,93517,Savings,218,Active,2020-02-01 00:00:00
324,325,28562,Business,15,Active,2022-12-13 00:00:00
325,326,24369,Credit,130,Dormant,2019-10-19 00:00:00
326,327,28025,Savings,172,Active,2017-01-25 00:00:00
327,328,90799,Cheque,153,Active,2019-12-06 00:00:00
328,329,53931,Savings,206,Active,2019-02-11 00:00:00
329,330,40833,Cheque,53,Active,2018-04-24 00:00:00
330,331,461,Cheque,97,Active,2021-12-25 00:00:00
331,332,5567,Savings,30,Closed,2023-04-03 00:00:00
332,333,91575,Cheque,161,Dormant,2020-04-01 00:00:00
333,334,69699,Credit,151,Active,2025-04-21 00:00:00
334,335,98672,Cheque,152,Active,2023-08-09 00:00:00
335,336,89725,Cheque,232,Active,2024-12-13 00:00:00
336,337,56731,Business,24,Active,2019-08-07 00:00:00
338,339,50382,Savings,28,Active,2018-01-15 00:00:00
339,340,95296,Cheque,23,Closed,2017-11-09 00:00:00
340,341,59262,Savings,142,Active,2023-12-03 00:00:00
341,342,57850,Savings,150,Active,2021-08-13 00:00:00
342,343,10476,Savings,49,Dormant,2016-01-20 00:00:00
343,344,70595,Savings,233,Active,2020-06-30 00:00:00
344,345,96404,Savings,54,Active,2025-07-26 00:00:00
345,346,74906,Savings,150,Active,2015-12-19 00:00:00
346,347,59813,Cheque,189,Active,2025-02-16 00:00:00
347,348,63121,Savings,173,Active,2024-02-17 00:00:00
348,349,26685,Cheque,119,Active,2019-07-19 00:00:00
349,350,87068,Savings,163,Active,2023-12-02 00:00:00
350,351,8847,Savings,122,Active,2017-05-05 00:00:00
351,352,5345,Savings,53,Active,2016-08-22 00:00:00
352,353,7676,Savings,50,Active,2023-10-11 00:00:00
353,354,56475,Cheque,88,Active,2025-01-18 00:00:00
354,355,16912,Cheque,132,Active,2020-06-21 00:00:00
355,356,71395,Savings,100,Dormant,2020-08-04 00:00:00
356,357,15407,Cheque,160,Active,2018-06-29 00:00:00
357,358,45994,Savings,103,Active,2015-10-08 00:00:00
358,359,23081,Cheque,90,Active,2020-11-29 00:00:00
359,360,38650,Savings,88,Active,2025-10-28 00:00:00
360,361,81739,Savings,112,Active,2025-05-03 00:00:00
361,362,70789,Savings,80,Active,2022-08-02 00:00:00
362,363,82279,Nan,36,Active,2017-04-22 00:00:00
363,364,20451,Savings,7,Active,2022-07-30 00:00:00
364,365,74381,Credit,219,Active,2022-10-05 00:00:00
365,366,78272,Savings,201,Active,2017-02-19 00:00:00
366,367,48042,Cheque,75,Active,2016-07-01 00:00:00
367,368,54859,Business,28,Active,2016-09-01 00:00:00
368,369,27259,Savings,60,Active,2023-05-23 00:00:00
369,370,12393,Cheque,160,Active,2022-04-26 00:00:00
370,371,82308,Savings,99,Active,2021-02-11 00:00:00
371,372,77110,Savings,188,Active,2015-09-10 00:00:00
372,373,23221,Cheque,236,Active,2021-06-05 00:00:00
373,374,94521,Savings,163,Active,2024-12-06 00:00:00
374,375,89081,Credit,143,Active,2023-10-06 00:00:00
375,376,28315,Savings,109,Active,2016-09-26 00:00:00
376,377,30032,Savings,186,Active,2016-08-15 00:00:00
377,378,79566,Cheque,31,Active,2016-09-19 00:00:00
378,379,86224,Cheque,58,Active,2020-08-20 00:00:00
379,380,67930,Business,14,Active,2023-09-29 00:00:00
380,381,12657,Savings,213,Active,2021-01-05 00:00:00
381,382,37610,Cheque,18,Active,2025-11-18 00:00:00
382,383,56683,Savings,188,Active,2018-05-04 00:00:00
383,384,55541,Savings,125,Active,2020-03-01 00:00:00
384,385,75328,Savings,38,Active,2021-03-08 00:00:00
385,386,76037,Business,10,Active,2017-02-19 00:00:00
386,387,88579,Savings,81,Active,2022-08-10 00:00:00
387,388,6997,Savings,219,Active,2018-12-23 00:00:00
388,389,2196,Cheque,170,Active,2021-10-14 00:00:00
389,390,68898,Savings,166,Dormant,2019-01-19 00:00:00
390,391,53903,Savings,41,Active,2023-06-18 00:00:00
391,392,41601,Credit,125,Active,2020-11-17 00:00:00
393,394,26107,Cheque,249,Active,2016-10-01 00:00:00
394,395,48013,Cheque,33,Active,2025-11-22 00:00:00
395,396,75961,Cheque,103,Active,2024-05-15 00:00:00
396,397,46318,Savings,70,Active,2015-06-28 00:00:00
397,398,39573,Credit,26,Dormant,2025-07-16 00:00:00
398,399,155,Cheque,7,Active,2025-12-06 00:00:00
399,400,42125,Savings,46,Active,2018-04-26 00:00:00
400,401,92725,Savings,159,Active,2022-05-26 00:00:00
401,402,60199,Cheque,82,Dormant,2015-01-14 00:00:00
402,403,91318,Savings,240,Closed,2015-04-28 00:00:00
403,404,63563,Savings,43,Active,2016-07-11 00:00:00
404,405,2077,Savings,133,Active,2016-11-07 00:00:00
405,406,98217,Business,193,Active,2021-09-14 00:00:00
406,407,66239,Cheque,147,Active,2020-06-13 00:00:00
407,408,27644,Savings,71,Active,2017-09-18 00:00:00
408,409,78606,Savings,87,Active,2024-11-16 00:00:00
410,411,4791,Cheque,119,Active,2016-09-18 00:00:00
411,412,1858,Cheque,240,Active,2020-09-12 00:00:00
412,413,40151,Cheque,212,Closed,2025-11-11 00:00:00
413,414,42289,Cheque,148,Closed,2019-06-04 00:00:00
414,415,33388,Cheque,103,Active,2017-04-21 00:00:00
415,416,39410,Business,48,Active,2023-01-16 00:00:00
416,417,90344,Savings,104,Active,2025-04-21 00:00:00
417,418,45694,Savings,31,Active,2023-01-22 00:00:00
418,419,39475,Savings,99,Closed,Nan
419,420,33361,Cheque,131,Active,2018-05-29 00:00:00
420,421,60443,Savings,244,Active,2018-05-03 00:00:00
421,422,13245,Cheque,50,Active,2017-03-15 00:00:00
422,423,98231,Cheque,98,Active,2025-01-26 00:00:00
423,424,16589,Credit,202,Active,2024-05-25 00:00:00
424,425,78110,Savings,14,Active,2017-10-04 00:00:00
425,426,74930,Business,136,Active,2023-07-17 00:00:00
426,427,31558,Cheque,178,Active,2017-03-14 00:00:00
427,428,85760,Credit,236,Active,2017-11-21 00:00:00
428,429,51249,Cheque,75,Active,2020-07-15 00:00:00
429,430,99151,Cheque,40,Active,2021-11-08 00:00:00
430,431,33397,Cheque,47,Active,2023-04-04 00:00:00
431,432,39263,Savings,4,Active,2016-01-24 00:00:00
432,433,97050,Business,159,Active,2018-09-22 00:00:00
433,434,62346,Savings,155,Active,2016-07-14 00:00:00
434,435,14179,Cheque,95,Active,2017-07-22 00:00:00
435,436,12932,Savings,27,Active,2015-06-01 00:00:00
436,437,13626,Savings,223,Active,2020-03-04 00:00:00
437,438,72401,Savings,211,Dormant,2016-01-04 00:00:00
438,439,86966,Savings,194,Active,2020-05-28 00:00:00
439,440,68986,Business,6,Active,2018-09-16 00:00:00
440,441,83832,Cheque,103,Dormant,2025-07-20 00:00:00
441,442,44820,Savings,198,Active,2021-11-23 00:00:00
442,443,17347,Cheque,142,Active,2018-10-31 00:00:00
443,444,48774,Cheque,122,Active,2020-03-08 00:00:00
444,445,21416,Savings,206,Active,2016-11-27 00:00:00
445,446,29938,Credit,109,Active,2016-03-21 00:00:00
446,447,55299,Cheque,33,Active,2016-02-13 00:00:00
447,448,10667,Cheque,138,Active,2020-07-22 00:00:00
448,449,69714,Cheque,123,Active,2015-01-30 00:00:00
449,450,80828,Business,244,Active,2022-09-12 00:00:00
450,451,84208,Savings,184,Active,2017-12-05 00:00:00
451,452,47080,Savings,249,Active,2020-12-24 00:00:00
452,453,78969,Savings,4,Active,2022-11-19 00:00:00
453,454,98646,Savings,67,Active,2018-06-17 00:00:00
454,455,5685,Cheque,182,Active,2020-06-06 00:00:00
455,456,32791,Savings,183,Active,2016-11-17 00:00:00
456,457,85370,Savings,175,Active,2019-12-29 00:00:00
457,458,24586,Cheque,190,Active,2017-07-19 00:00:00
458,459,5810,Business,14,Active,2018-10-03 00:00:00
459,460,21777,Savings,125,Active,2015-12-25 00:00:00
460,461,50771,Savings,193,Active,2019-08-31 00:00:00
461,462,69018,Savings,212,Active,2023-02-18 00:00:00
462,463,20598,Cheque,55,Active,2019-02-14 00:00:00
463,464,99722,Cheque,81,Active,2025-02-22 00:00:00
464,465,72286,Business,141,Active,2022-06-23 00:00:00
465,466,95040,Savings,14,Active,2022-03-20 00:00:00
466,467,33475,Cheque,101,Active,2019-06-29 00:00:00
467,468,27882,Savings,245,Active,2018-06-24 00:00:00
468,469,75472,Cheque,136,Active,2023-11-17 00:00:00
469,470,30574,Business,117,Active,2019-07-01 00:00:00
470,471,62994,Savings,238,Active,2018-11-19 00:00:00
471,472,27235,Savings,228,Active,2021-02-21 00:00:00
472,473,66538,Cheque,131,Closed,2021-09-18 00:00:00
473,474,48397,Cheque,13,Active,2025-02-16 00:00:00
474,475,37544,Savings,154,Active,2022-05-07 00:00:00
475,476,36706,Credit,91,Active,2018-08-27 00:00:00
476,477,85019,Savings,153,Active,2020-07-19 00:00:00
477,478,8737,Savings,21,Active,2024-07-19 00:00:00
